User-ID,ISBN,Book-Rating
261105,3499222493,9
261105,3257230230,8
261105,9681336089,8
261105,3257232551,10
261105,3518381768,8
261105,3458171703,10
261105,3426630583,7
261105,3499129620,5
261105,3522128001,9
261105,3442545420,6
261105,3257230885,10
261105,3404258339,6
261105,3492235204,8
261105,3257231199,10
261105,3499174898,9
261105,8420482536,8
261105,3499129604,5
261105,3257232640,9
261105,3499129744,6
261105,3257233418,7
261105,3442726832,10
261105,3499221527,10
261105,2070393437,7
261105,3518374303,8
261105,3518389564,10
261105,3257231512,7
261105,3518392387,9
261105,3518392735,7
261105,3492265073,10
261105,8806137891,9
261105,3492229034,9
261105,1857881370,8
261105,2266102931,8
261105,2742735763,8
261105,3150080479,9
261105,3150090792,10
261105,3251400029,8
261105,3257226837,8
261105,3257233221,10
261105,3280024587,8
261105,3293201911,8
261105,3407807554,5
261105,3423126914,3
261105,3423127074,5
261105,3423130857,6
261105,3426616831,8
261105,3426770024,4
261105,3426774496,8
261105,3442410495,4
261105,3442760070,10
261105,3453211901,9
261105,3456832168,8
261105,3462029363,10
261105,3462031937,9
261105,3466303796,8
261105,3466304466,8
261105,3492204791,10
261105,3499132648,6
261105,3499184966,8
261105,3499196956,10
261105,3499607417,7
261105,3499611260,7
261105,3518391968,10
261105,3548364543,10
261105,3570014711,6
261105,3570121836,5
261105,3608919694,10
261105,3630620450,8
261105,3729605437,8
261105,3729605518,8
261105,3729606050,8
261105,3760819567,8
261105,3765810290,10
261105,3777610933,8
261105,3794520211,10
261105,3804715508,10
261105,3805567871,8
261105,3806819904,8
261105,3808003049,10
261105,3825701069,8
261105,3855025703,10
276774,3442136644,9
35407,3442136644,8
35407,3453127013,8
35407,3442451353,8
35407,3499110695,9
35407,3596292646,7
35407,3404118960,10
35407,3453177622,6
35407,3499108518,9
35407,3502517959,4
35407,3442429439,8
35407,3257229534,10
35407,3423204206,9
35407,3442442354,8
35407,3442430879,8
35407,3596224284,8
35407,3518380796,7
35407,3499142813,7
35407,3404148665,7
35407,3442420156,8
35407,3442355907,8
35407,3596259924,7
35407,3426617277,9
35407,3442453305,9
35407,3423109033,8
35407,3404135091,8
35407,3453177339,7
35407,3216302873,4
35407,3257017367,8
35407,3257018509,8
35407,3257203438,8
35407,3257228384,8
35407,3257229887,8
35407,3423107863,9
35407,3423107979,9
35407,3423112182,9
35407,3423113456,9
35407,3442117232,7
35407,3442117496,7
35407,3442353238,6
35407,3442425700,7
35407,3442426677,8
35407,3442429846,7
35407,3442432626,8
35407,3442434149,8
35407,3442720362,9
35407,3442730902,8
35407,3446200525,10
35407,3453020219,10
35407,3453056485,6
35407,3453063554,8
35407,3453178556,6
35407,3455042449,8
35407,3458340491,10
35407,3462028561,9
35407,3492228402,7
35407,3492233139,8
35407,3492233252,8
35407,3492238491,8
35407,3492256597,8
35407,3499101580,10
35407,3499130114,8
35407,3499150832,8
35407,3499229412,9
35407,3499230119,10
35407,3499232251,9
35407,3499251272,8
35407,3499427230,7
35407,3518372009,10
35407,3518380192,8
35407,3548601316,9
35407,3596211166,7
35407,3596258669,8
35407,3596280338,8
35407,3746618363,8
66423,3499227770,10
66423,3453155858,10
66423,3426618540,7
66423,3442444365,9
66423,3442725453,10
66423,3453137159,10
79933,3257061269,6
79933,3442448794,9
79933,2253002941,10
79933,2266045938,8
79933,2277300020,10
79933,3423084065,10
79933,3423092815,10
79933,3423093749,8
79933,3423127708,8
79933,3499174723,10
79933,3499196964,6
79933,3576115471,10
79933,3746655501,10
98132,3518366750,7
98132,3453092872,5
98132,3596108101,4
191756,3404131606,4
191756,3404133285,4
191756,3499222507,7
191756,3442541751,9
191756,3492221521,7
191756,3404131215,4
191756,3257232551,10
191756,3442421322,3
191756,3498063510,7
191756,3462023845,7
191756,3499232146,3
191756,3596154170,2
191756,3257700040,7
191756,3257062397,9
191756,3404114671,5
191756,3499226065,4
173632,3379015180,10
173632,3596224284,10
173632,3257201184,8
173632,3596280338,10
173632,3522128001,10
173632,3502250359,10
173632,3000082336,10
173632,3150077443,10
173632,3150080126,10
173632,3405156750,10
173632,3405162491,10
173632,3405166217,10
173632,3423202300,10
173632,3426775417,10
173632,3426870193,8
173632,3426870819,10
173632,3426871882,10
173632,3440091317,10
173632,3442076714,10
173632,3442076722,10
173632,3442076730,10
173632,3442142245,10
173632,3442163765,10
173632,3453058151,9
173632,3462030124,10
173632,3462030140,10
173632,3499114690,10
173632,3502251266,10
173632,3502623643,10
173632,3550071647,10
173632,3613017873,10
173632,3701706069,10
173632,3702006672,10
173632,3702009345,10
173632,3704321893,10
173632,3763759654,10
173632,3768805239,10
173632,3769004922,10
173632,3774216673,10
173632,3774248737,10
173632,3800132192,10
173632,3800141841,10
173632,3800173867,10
173632,3800174871,10
173632,3806826277,10
173632,3813207447,10
173632,3853910262,8
173632,3893551468,10
173632,3900965021,8
219654,3423206039,2
15542,8434811634,7
15542,3775713328,8
15542,8433925180,7
15542,8420633275,8
15542,8424131878,5
15542,8434411091,5
15542,8437601193,9
15542,8437609666,6
184386,8434811634,8
184386,8420448583,7
184386,8495618605,9
184386,8433925180,5
184386,8434850915,6
184386,8440664370,7
184386,8440694350,7
184386,8420447595,7
184386,8437604184,6
184386,8423918017,6
184386,8484505294,7
184386,8420445835,7
184386,8437602130,6
184386,8434856719,7
184386,8431625015,8
184386,8420639540,9
184386,8433925296,5
184386,8420447978,7
184386,8420447625,7
184386,8420445479,7
184386,8420449156,7
184386,8420726583,6
184386,8423919102,7
184386,8434811391,7
184386,8434811863,7
184386,8434852500,7
184386,8437604117,6
276786,8437606322,8
276786,8478442588,6
131126,1841721522,10
131126,8437600685,10
131126,8466303022,4
131126,8483101610,10
131126,8420482013,8
131126,8420427845,8
131126,8440677219,7
131126,8401491029,9
131126,8420430714,7
131126,8401327865,7
131126,8401474663,10
131126,034539139X,4
131126,8478443223,9
131126,9500723549,6
131126,8466305084,10
131126,8440666896,9
131126,1561709298,1
131126,8401474736,9
131126,8420633224,7
131126,8424912497,5
131126,8425203074,10
131126,8425327482,7
131126,8429738053,10
131126,8439703988,9
131126,8440644302,8
131126,8440698844,5
131126,8445073028,8
131126,8448040031,10
131126,8466300236,9
131126,8466611479,8
131126,8479017686,8
131126,8484507114,8
131126,8487232027,7
131126,8495501295,6
131126,9500423693,9
131126,9501116190,10
131126,9681904966,10
131126,9700503429,8
131126,9700509036,9
276798,3442131340,7
276798,3548603203,6
41227,3442131340,10
41227,3548359698,5
41227,3442451353,8
41227,3453007867,10
41227,3442161177,5
41227,3442541751,10
41227,3471772510,8
41227,3453122348,5
41227,3442435374,10
41227,3332006029,6
41227,3404139976,6
41227,3404147227,6
41227,3404162137,6
41227,3404258223,10
41227,3442454034,8
41227,3442545420,10
41227,3453864360,8
41227,3497007498,4
41227,3499137461,10
41227,3499260816,10
41227,3548235883,8
41227,3548237142,8
41227,3548255523,10
41227,3570250342,4
41227,3570250709,6
180280,3446202102,10
180280,3551551685,10
180280,3551551693,10
180280,3423125004,10
180280,3446180710,10
180280,3423125551,10
180280,3502102465,10
180280,3423127112,8
180280,3423125659,10
180280,3446202153,8
180280,3502192456,10
67111,3453073398,9
67111,3502517959,8
67111,3453025423,7
67111,3746614007,7
67111,3453123271,9
67111,3485008702,8
67111,3746612160,7
67111,3453058607,8
67111,3442356954,7
67111,3596130735,9
67111,3404242106,5
67111,3442421322,9
67111,3596130751,9
67111,3442246113,7
67111,3442246504,7
67111,3442246512,7
67111,3453025237,7
67111,3404203887,8
67111,3404715020,5
67111,3442059275,6
67111,3442238560,4
67111,3442355990,7
67111,3442451787,6
67111,3473306800,6
67111,3548680224,6
67111,3570261247,7
67111,3596130743,9
67111,3596227186,9
67111,3789122327,7
98202,3453073398,8
98202,3257229534,9
98202,3548203604,7
98202,3455081703,7
2545,3426620685,4
2545,3499123665,5
90830,3548603203,6
90830,3492045170,5
90830,3404701704,10
90830,3423361786,8
90830,3821847379,8
123947,3548603203,9
123947,3406475914,7
123947,349910170,7
141016,3423620196,5
141016,3492238696,7
141016,3593367750,7
141016,3442445795,7
167492,3548603203,10
167492,3551551685,8
167492,3423202025,9
167492,3426624664,8
167492,3404144503,7
167492,3423243171,10
167492,3453123298,8
167492,3453126521,6
167492,3464310515,5
167492,3784415997,10
167492,3789144177,7
274220,3548603203,10
274220,3453071174,8
274220,3442450608,9
274220,3453048520,8
274220,3426618095,2
274220,3471772707,10
274220,3453169247,9
274220,3442414989,7
274220,3596107954,7
274220,3320016822,7
274220,3423050012,8
274220,3423050020,8
274220,3423200944,10
274220,3453065123,9
274220,3525335423,8
274220,3548740146,6
236283,1562827898,10
236283,1558744592,10
236283,030700645X,10
236283,080410526X,9
236283,1558745718,10
236283,1558747109,10
236283,044661193X,10
236283,1558743790,10
236283,1558744029,10
236283,1558746463,10
236283,1558746226,10
236283,1558746625,10
236283,067082982X,10
236283,039913039X,10
236283,067943013X,10
236283,1563054426,10
236283,1558745432,10
236283,1880418592,10
236283,038070384X,8
236283,1558744290,10
236283,067081458X,10
236283,030723116X,10
236283,044990587X,7
236283,083172434X,10
236283,076111937X,5
236283,059042520X,10
236283,1557230072,10
236283,080501084X,10
236283,1558743324,10
236283,067168289X,10
236283,1564144852,8
236283,1577595483,10
236283,1570360677,10
236283,1570820791,5
236283,1570361843,10
236283,1561738581,10
236283,1559724692,8
236283,1572231351,10
236283,1882770374,10
276813,8423996565,8
276813,8426449476,8
276813,8426449573,6
276813,8478886044,8
187343,8420613126,5
187343,8408012436,8
187343,8439711107,9
49144,8426449476,5
49144,8433920081,5
49144,8440682441,5
49144,8477357862,5
49144,8433920308,5
49144,8403599269,8
49144,8433923560,5
49144,8440694539,5
49144,8408026917,5
49144,8433920367,5
49144,8433912542,5
49144,8401499542,5
49144,8466611622,5
49144,8427207263,5
49144,8433920421,5
49144,8433920340,5
49144,8472239179,5
49144,8420441872,5
49144,8433969528,5
49144,8401013305,5
49144,8401323096,5
49144,8401351545,5
49144,8401374618,5
49144,8401376734,5
49144,8401377706,5
49144,8401495210,5
49144,8401495229,5
49144,8401499569,5
49144,8401499593,5
49144,8401499712,5
49144,8401807239,5
49144,8403597150,5
49144,8403597223,5
49144,8403597282,5
49144,8403599072,5
49144,8408012312,5
49144,8408016059,5
49144,8408019899,5
49144,8408024485,5
49144,8408024493,5
49144,8408034618,5
49144,8408040677,5
49144,8420430811,5
49144,8420466557,5
49144,8420633356,9
49144,8420633364,9
49144,8420633372,9
49144,8420633380,5
49144,8423334473,10
49144,8425333857,5
49144,8425334152,8
49144,8427201362,8
49144,8427202733,8
49144,8427202970,8
49144,8427207212,5
49144,8427207336,5
49144,8427207484,5
49144,8432042374,5
49144,8432043753,9
49144,8432043990,5
49144,8432046361,5
49144,8432047015,5
49144,8432047082,5
49144,8432053236,5
49144,8432055875,5
49144,8432068012,5
49144,8432211427,5
49144,8433000225,5
49144,8433912364,5
49144,8433912712,8
49144,8433914421,5
49144,8433914510,5
49144,8433914588,5
49144,8433920049,5
49144,8433920065,5
49144,8433920073,5
49144,8433920103,5
49144,8433920111,5
49144,8433920162,5
49144,8433920170,5
49144,8433920200,5
49144,8433920219,5
49144,8433920251,5
49144,8433920294,5
49144,8433920375,5
49144,8433920383,5
49144,8433920391,5
49144,8433920405,5
49144,8433920413,5
49144,8433920588,5
49144,8433920693,5
49144,8433920723,5
49144,8433923005,5
49144,8433923129,5
49144,8433923285,5
49144,8433923439,7
49144,8433923455,5
49144,8433923501,7
49144,8440465114,5
49144,8440641958,5
49144,8440676980,5
49144,8440681798,5
49144,8440694407,5
49144,8449424070,5
49144,8466602690,5
49144,8466605029,5
49144,8466609016,5
49144,8474324122,5
49144,8474444063,1
49144,8474861004,5
49144,8474861020,5
49144,8474861063,5
49144,8474861098,5
49144,8474861136,7
49144,8474861152,5
49144,8474861284,5
49144,8474861306,5
49144,8475094600,6
49144,8478444424,5
49144,8478760733,5
49144,8478807179,6
49144,8478808353,5
49144,8478886680,10
49144,8478887121,10
49144,8482380184,5
49144,8483102404,5
49144,8483105438,5
49144,8483106035,1
49144,8483109212,5
217740,8426449573,5
217740,1400001625,5
217740,014028009X,7
217740,8478800336,5
217740,068484267X,4
217740,080411109X,7
217740,8423333213,7
217740,081120457X,6
217740,067172942X,6
217740,8478886451,7
217740,8495501465,6
217740,8477204055,7
217740,1400034957,3
217740,8401328942,9
217740,8420482013,7
217740,8423309177,5
217740,8432207829,7
217740,8466301062,7
217740,8425337690,6
217740,8401520509,6
217740,044021422X,6
217740,1560763264,7
217740,8401010918,8
217740,8478447229,7
217740,8423307247,5
217740,9504907210,6
217740,8408020374,7
217740,8408020951,5
217740,8440673590,6
217740,087980436X,5
217740,8432240303,8
217740,8484507076,7
217740,8401321328,6
217740,8401441226,5
217740,8423313638,5
217740,8479018070,5
217740,8427931204,7
217740,9505156022,7
217740,9505156073,7
217740,8478447385,6
217740,9500817314,7
217740,1583487948,6
217740,8401328306,8
217740,8432215015,5
217740,1400000726,7
217740,1558743537,5
217740,1558747303,5
217740,1580085318,7
217740,1583487840,7
217740,1583488189,8
217740,1583488278,9
217740,2070370720,4
217740,8401014239,2
217740,8401014549,7
217740,8401376203,8
217740,8401423201,5
217740,8401466369,5
217740,8401493331,5
217740,8401497922,5
217740,8401499186,3
217740,8402050417,6
217740,8408020366,9
217740,8408020897,4
217740,8408022466,6
217740,8408044184,5
217740,8420433012,6
217740,8420610860,6
217740,8423900010,6
217740,8425318092,5
217740,8427021275,6
217740,8430932089,4
217740,8432042013,5
217740,8432045020,5
217740,8432205214,7
217740,8432231495,5
217740,8434230178,7
217740,8439544898,5
217740,8439705638,3
217740,8440619715,7
217740,8440663862,7
217740,8441403953,7
217740,8470201859,8
217740,8471430819,6
217740,8475682189,6
217740,8476281072,6
217740,8478882529,5
217740,8478883169,6
217740,8479531932,5
217740,8484502252,6
217740,9500300257,5
217740,9500377470,5
217740,9500402556,7
217740,9502112644,5
217740,9502802861,5
217740,9502817761,6
217740,9504000010,6
217740,9504902588,5
217740,9504905390,6
217740,9504905455,6
217740,9505116039,6
217740,9507421602,5
217740,9507421904,5
217740,9508380357,7
217740,9580458499,6
217740,9700509052,5
217740,9700509273,6
195714,8432206407,9
195714,8472236552,9
195714,8477206236,7
195714,8478884025,8
195714,8475961762,10
195714,8401341744,9
195714,8475094880,9
195714,8475776388,7
195714,8478887865,10
15093,038076041X,7
15093,044021145X,7
15093,042512830X,5
15093,067178496X,3
209148,038076041X,10
209148,078686219X,10
209148,092963408X,10
209148,1567661076,10
209148,078290369X,3
209148,1562882260,8
209148,1582600031,8
127359,034541389X,7
127359,030700645X,8
127359,014025448X,9
127359,048626968X,6
127359,1566840287,7
127359,044022831X,8
127359,039914613X,7
127359,039305747X,9
127359,081296814X,8
127359,043942089X,7
127359,078688262X,8
127359,092963408X,9
127359,042519311X,6
127359,1410400913,9
127359,039921268X,2
127359,091581112X,6
127359,1879237369,7
127359,1564023060,7
127359,1931497125,7
127359,1931497133,8
127359,068815090X,5
127359,096396075X,8
127359,1930009003,8
127359,1930009011,8
127359,1561792462,7
127359,1563523825,8
127359,1853270717,7
98741,1580620477,10
98741,089471838X,10
98741,1565548353,10
98741,1842550535,6
98741,1576734560,8
98741,1580626408,10
200674,1573248533,10
200674,067169071X,10
200674,067179356X,10
200674,055315639X,8
200674,1558742956,8
3675,1593080255,10
3675,8495501090,6
3675,8495501198,4
3675,1400041988,8
3675,1878448900,7
3675,8408020137,6
3675,8428210675,10
3675,8467001615,5
3675,8488471009,10
3675,8493058777,10
3675,9500720418,7
3675,9504604730,10
3675,9682321557,9
14079,1593080255,8
14079,2742739351,9
14079,1853260401,8
14079,8401328942,9
14079,8408020471,8
14079,030717025X,6
14079,039397281X,10
14079,1583488359,7
14079,1594130051,10
14079,1843650371,10
14079,1853260452,7
14079,8401423465,7
14079,8420427845,9
14079,8420633496,9
14079,8423309142,8
14079,8423309878,7
14079,8423906205,8
14079,8423918106,6
14079,8432204331,7
14079,8432215007,9
14079,8445070320,10
14079,8483140004,8
59971,1887128425,5
59971,1563890119,7
59971,1563890895,7
59971,1593070527,3
59971,1401201369,6
59971,042517445X,5
59971,074325998X,5
59971,1400100976,8
59971,1582401837,7
59971,1583225846,8
59971,1887128964,5
59971,4889960724,5
64436,1400031354,7
64436,1400031346,7
64436,1558746986,9
64436,038550120X,9
77809,038550926X,6
77809,067100333X,9
77809,055329315X,8
77809,055310084X,7
77809,1550370057,10
77809,1550370146,10
77809,1550413953,8
77809,055309355X,8
77809,1551430096,10
77809,1556115075,7
77809,1569713545,8
77809,1860467067,7
182429,8472237966,7
182429,8477204055,6
182429,8434873613,9
182429,8804370874,9
182429,8475223591,9
182429,8483004763,6
182429,8489693943,9
182429,8497598512,9
214876,1593080255,9
214876,038533348X,6
214876,1568657803,10
214876,034545328X,10
225986,034538184X,9
225986,1853260231,9
225986,1900512440,9
225986,039913039X,8
225986,082241452X,9
244286,1570719586,3
244286,031242227X,6
244286,014131088X,9
244286,039304808X,5
244286,1579546463,5
244286,039304971X,6
244286,1889703001,8
244286,1566914655,8
276847,3404145909,8
276847,3404148576,8
276847,3404921178,7
276847,3423071516,10
276847,3426671298,8
276847,3442413508,10
276847,3442422035,9
276847,3442435773,8
276847,3442437717,7
276847,3442441080,10
276847,3442444020,8
276847,3442446414,10
276847,3442448530,7
276847,3442449820,9
276847,3453137442,6
276847,3492231322,9
276847,3499222213,7
276847,3499228297,6
276847,3506464078,10
276847,3551551677,10
276847,3551551685,10
276847,3551551693,10
276847,3551551936,10
276847,3608932240,7
276847,3608935428,10
276847,3608935436,10
276847,3809024589,8
276847,3821815191,10
12081,3379015180,3
12081,3548208975,3
12081,3150006597,8
12081,3499233347,8
12081,3518100319,9
12081,8423998657,7
34521,3379015180,7
34521,3257211945,5
34521,3423123877,8
34521,3522721152,2
34521,3548362583,8
34521,3596157129,7
34521,3608933786,10
45148,3379015180,5
45148,3453147235,9
45148,3453171632,7
45148,3791513117,8
52323,3379015180,8
52323,3518367064,9
52323,3596124433,9
52323,3518365525,9
52323,3499227304,10
52323,3548600808,10
52323,3150080215,10
52323,3150089840,10
52323,3353010130,5
52323,3423126264,8
52323,3446191011,9
52323,3458345132,9
52323,3462023020,5
52323,3462023845,5
52323,3462024728,6
52323,3462026534,6
52323,3518117815,5
52323,3518366009,8
52323,3596211522,9
52323,3596219159,9
52323,3871342165,7
56360,3379015180,6
56360,3257062354,3
56360,3492207006,9
56360,3442720117,7
56360,3492229581,9
56360,3596137349,9
56360,3100744241,6
56360,3293001939,6
56360,3423121173,5
56360,3423124350,7
56360,3423126027,10
56360,3423201916,4
56360,3423251166,6
56360,3442442303,5
56360,3442442788,6
56360,3453160479,7
56360,3596137853,5
56360,3596292301,10
56360,3608933867,8
58076,3499222507,7
58076,3257232640,5
58076,3540673091,8
72601,080410753X,8
72601,3499150425,7
72601,3257227795,7
72601,3423128399,5
72601,3746617219,5
72601,3257228112,5
72601,3423127023,2
82326,3379015180,10
102196,3379015180,7
102196,3499224615,10
102196,3499224623,10
102196,3423078413,10
102196,3257016786,9
102196,3423781483,5
102196,3806801738,6
102322,3423126205,10
102322,3522168399,5
102322,3442058082,9
102322,3473580015,5
102322,3404128958,9
126748,3404146018,8
126748,3442445450,5
126748,3453864867,5
155149,3379015180,10
155149,3778790099,5
176736,3379015180,10
176736,3499611279,10
176736,3453149785,7
176736,3813501612,8
204825,3423071516,8
204825,3492045170,8
204825,3570206181,7
204825,3442541751,6
204825,3423072571,7
204825,3423702834,5
204825,3122618400,5
204825,3123512312,6
204825,3125217156,7
204825,3423124806,9
204825,3423250879,8
204825,3473580228,3
222404,3423000015,8
222404,3442728363,9
222404,3746612160,8
222404,3442096480,9
222404,3442541751,6
222404,3426612704,4
222404,3442416582,8
222404,3453866797,8
222404,3257229518,10
222404,3423084383,10
222404,3257219997,6
222404,3492221653,7
222488,3423118709,9
222488,3442723078,9
222488,3423000015,8
222488,3499108518,7
222488,3442412404,6
222488,3442442354,9
222488,3499121581,9
222488,3426622548,9
222488,3257227264,9
222488,3492235816,9
222488,3442420156,7
222488,3404142942,9
222488,3596259924,9
222488,3596102871,9
222488,3596150655,9
222488,3518397362,9
222488,3548602886,7
222488,3499227444,9
222488,3257061153,9
222488,3423107979,9
222488,3499232251,8
222488,3442415578,10
222488,3453863674,9
222488,3442720753,10
222488,3596154049,10
222488,3442453283,8
222488,3492260640,9
222488,3423127708,8
222488,3453199294,9
222488,3442445205,7
222488,3453072057,9
222488,3811816489,10
222488,3426616882,8
222488,3596139422,9
222488,3404138457,9
222488,3423202866,9
222488,3401018159,9
222488,3401018167,8
222488,3401018175,7
222488,3404143620,10
222488,3423124660,9
222488,3423703148,8
222488,3426619199,9
222488,3442414504,8
222488,3442452708,9
222488,3442722993,9
222488,3446178643,10
222488,3458327665,10
222488,3492042414,9
222488,3492226051,9
222488,3499118181,8
222488,3518399071,9
222488,3570034720,9
222488,3612273108,9
273906,3442421357,7
273906,3423202327,8
273906,3596200261,10
273906,3492207006,10
273906,3423203668,8
273906,3423204206,8
273906,3746614007,9
273906,3453210719,9
273906,3257218370,10
273906,3257233000,9
273906,3596259924,10
273906,014045022X,8
273906,3596150655,9
273906,3423202955,7
273906,3446173471,9
273906,3257228694,8
273906,3423205202,8
273906,3257231199,9
273906,3807701710,9
273906,3455110339,7
273906,3492222730,9
273906,3453072057,10
273906,3442425972,8
273906,3499222183,6
273906,3312001374,8
273906,3442541085,8
273906,3453071409,9
273906,3453125185,10
273906,3499202166,9
274719,3379015180,5
274719,3596129389,3
274719,3404148665,8
274719,3426619954,6
274719,3250102989,7
274719,3257062869,8
274719,3257063288,6
274719,3608931627,5
275573,3379015180,10
275573,3257228007,7
275573,3453198875,7
275573,3257218370,10
275573,3453130871,6
275573,3492228550,8
275573,3770161378,10
21155,3442435951,7
21155,3404920546,8
21155,3423203706,4
21155,3426821036,8
21155,3434545018,6
21155,3442541387,6
21155,3453099737,8
21155,3453124294,6
21155,3471772413,8
21155,3499609568,7
21155,3548600026,5
21155,3784112935,8
237607,3404142942,10
237607,3442098246,9
35490,3404145356,5
35490,3499187809,6
35490,3404148665,8
35490,2253008885,7
35490,2253140708,6
35490,2253148008,8
35490,3442441994,7
35490,3442450365,7
35490,3442453089,7
35490,3442453836,6
35490,3442727197,6
183926,3404148576,8
183926,3518388029,9
183926,3423202947,9
215225,3404148576,8
215225,3492229417,7
215225,3499224003,9
215225,3548220584,10
215225,3548203604,10
215225,3150012570,10
215225,3746618363,10
215225,3499430312,2
215225,3442726409,8
215225,3453171691,8
215225,3922028020,9
215225,3404131037,6
215225,3426619644,9
215225,3492222749,7
215225,3548255280,5
215225,3442161010,8
215225,3596109434,7
215225,3404137620,7
215225,3453211081,7
215225,3548255876,8
215225,3596106680,5
215225,3596124123,2
215225,3596127610,8
215225,3821852275,10
260902,3404148576,5
260902,3257233175,5
260902,3499223147,5
260902,3442416310,5
260902,3442423090,8
260902,3442720613,6
260902,3442722985,7
260902,3442436885,5
260902,3442446902,6
260902,3462028146,5
260902,3596142091,5
260902,3596152550,5
90481,3404921178,7
90481,3499136457,9
90481,3453150090,7
90481,3499138956,8
90481,3453186680,6
90481,3442722802,8
90481,3404129660,8
90481,3596139643,5
90481,3596147328,3
90481,3404143930,8
90481,3426619024,8
90481,3442545137,5
90481,3499123940,3
90481,3499134780,7
