ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Author_2cluster,Author_3cluster,freq_R,freq_G,freq_B,mean_R,mean_G,mean_B,median_R,median_G,median_B,dominant_R,dominant_G,dominant_B,Pub_Year_Group
3257062001,Witwe f?¼r ein Jahr.,John Irving,1999.0,"Diogenes Verlag, Z?¼rich",2,2,,,,,,,,,,,,,1995.0
3257231180,Acqua alta. Commissario Brunettis f?¼nfter Fall.,Donna Leon,1999.0,Diogenes Verlag,2,2,,,,,,,,,,,,,1995.0
3293000819,Hitler auf dem Rütli: Protokolle einer verdrängten Zeit,Charles Lewinsky,1984.0,Unionsverlag,2,3,,,,,,,,,,,,,1980.0
3404127633,Der Pr?¤sident.,David Baldacci,1997.0,L?¼bbe,2,3,11.790127970749545,12.510786106032906,13.392833638025596,82.44045245441383,73.42037518878661,105.97904855508176,64.24051966292134,44.78827247191011,115.50561797752808,189.0,180.0,212.0,1995.0
3404130081,Shining. Roman.,Stephen King,2003.0,L?¼bbe,2,2,8.488390353337072,8.363208076275939,8.125294447560291,111.81099942383052,107.32634670805024,99.71620666631446,105.80368559608876,98.97593080105302,92.48213614140654,30.0,29.0,26.0,2000.0
3404139291,Dunkle Fl?¼sse des Herzens.,Dean Koontz,1997.0,L?¼bbe,1,2,,,,,,,,,,,,,1995.0
3404139585,Der Green Mile,Stephen King,2000.0,Bastei-Verlag Gustav H. Lubbe GmbH &amp Co.,2,2,,,,,,,,,,,,,2000.0
3404145151,Moneymakers.,Harry Bingham,2001.0,L?¼bbe,1,1,,,,,,,,,,,,,2000.0
3404147138,Die Stunde der F?¤lscher.,Jeffrey Archer,2002.0,L?¼bbe,2,2,,,,,,,,,,,,,2000.0
3404149076,Attentat.,Jeffrey Archer,2003.0,L?¼bbe,2,2,29.51763140385895,4.9479374584165,32.234697272122425,94.3633019700858,66.52082176872338,83.7241095455478,106.91367403314918,14.56567992599445,39.16743755781684,27.0,7.0,29.0,2000.0
3404253418,Amazonien.,Josef Nyary,1998.0,L?¼bbe,1,1,,,,,,,,,,,,,1995.0
3426608650,"Mount Dragon, Labor des Todes.",Douglas Preston,1998.0,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp Co.",2,2,,,,,,,,,,,,,1995.0
3426617048,Y2K. Der letzte Tag. Der Roman der Jahrtausendwende.,Mark Joseph,1999.0,Droemer Knaur,2,3,203.21989766913015,202.5886299033542,202.02063672541215,164.18752463816,127.27997119692058,96.45869384290678,203.21989766913015,118.56541524459614,103.4349593495935,204.0,202.0,201.0,1995.0
3426618672,Das Druidentor.,Wolfgang Hohlbein,2003.0,Droemer Knaur,1,1,,,,,,,,,,,,,2000.0
3426772574,Hot Zone.,Richard Preston,1997.0,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp Co.",2,2,14.988980010251153,14.687467965146078,14.947462839569452,106.4543522920111,83.29514353714148,81.8084810025918,101.09882352941176,68.64806722689076,70.21882352941176,199.0,147.0,143.0,1995.0
3442352355,Zeit der Vergeltung.,Sidney Sheldon,2000.0,Goldmann,1,2,,,,,,,,,,,,,2000.0
3442352894,Im Haus meines Feindes.,Sandra Brown,2000.0,Goldmann,1,2,,,,,,,,,,,,,2000.0
3442355001,Eine verh?¤ngnisvolle Wahrheit.,Sally Beauman,2001.0,Goldmann,1,2,1.5954754601226997,0.9631901840490796,6.675134202453988,70.90427152116483,91.23315416440796,144.5283499352754,50.26593179469514,46.61178091629349,169.82983120909404,8.0,6.0,24.0,2000.0
3442414806,Teuflisch.,David L. Lindsey,1995.0,Goldmann,1,1,,,,,,,,,,,,,1995.0
3442415578,Total verhext. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,1994.0,Goldmann,2,2,195.10658940843555,184.56151462067103,27.73359385527557,138.21483230402112,119.89891853201672,38.460792894741765,159.0088737201365,128.63503981797498,30.386774317570165,196.0,179.0,50.0,1990.0
3442429536,Luxus.,Judith Krantz,1995.0,Goldmann,1,1,,,,,,,,,,,,,1995.0
3442439973,Das Erbe.,Sidney Sheldon,1998.0,Goldmann,1,2,30.079462940128785,85.71831757775038,141.4066310453487,68.51634136883222,89.80479182513326,114.60369777194708,34.70368354200689,85.71831757775038,138.87946241075178,42.0,79.0,120.0,1995.0
3442447305,Die Klinik.,Noah Gordon,2000.0,Goldmann,1,2,15.967174950529625,40.43801652892562,68.32918170178094,100.67462869163562,98.1519373142199,112.11151938873375,103.73154906731548,88.00672371638142,125.28359015950257,27.0,74.0,113.0,2000.0
3442448131,Unter des K?¤fers Keller. Sonderausgabe.,Mary Willis Walker,2000.0,Goldmann,2,2,,,,,,,,,,,,,2000.0
3442451221,Timeline,Michael Crichton,2002.0,Distribooks,2,2,52.60759786889043,53.09659485753996,52.893907806347,148.07115382297752,129.77985816345014,126.6204030271906,151.40371024734984,107.3963391856556,107.53903623459097,55.0,58.0,58.0,2000.0
3442451949,Kalte Glut.,Sidney Sheldon,2002.0,Goldmann,1,2,,,,,,,,,,,,,2000.0
3442454840,Der Diamant des Salomon.,Noah Gordon,2003.0,Goldmann,1,2,17.631598107025848,4.16363305424099,3.991263196214052,143.5915495238124,64.53628521497019,47.42419098706087,180.60604288499025,21.30234344986554,15.897426046868995,138.0,30.0,19.0,2000.0
3442729106,T?¶dliche Erbschaft. Ein Richter- Fielding- Roman.,Bruce Alexander,2002.0,btb,1,1,18.79174147217235,3.969968989717643,5.728741635384364,113.76587428383272,66.56257599201275,68.5597620129266,111.42719819055696,55.99321458863444,58.690698331919705,204.0,140.0,139.0,2000.0
3446200584,Der menschliche Makel.,Philip Roth,2002.0,Hanser Belletristik,1,2,,,,,,,,,,,,,2000.0
3453064186,Schwarze Augen. Roman.,Eric van Lustbader,1993.0,Heyne,1,1,2.175571328289525,0.7819202870290929,1.0697293502846892,120.02688550601724,50.80759215838072,49.05093463093318,130.68172134639966,19.165844491425887,18.742447516641064,15.0,6.0,6.0,1990.0
3453074971,Dolores.,Stephen King,1994.0,Heyne,2,2,,,,,,,,,,,,,1990.0
3453092201,Nachts.,Stephen King,1999.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453094689,Eissegler.,Alan Dean Foster,1995.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453099168,Die McDonald's Story. Anatomie eines Welterfolges.,John F. Love,2001.0,Heyne,2,2,,,,,,,,,,,,,2000.0
3453116143,Das Bild Rose Madder.,Stephen King,1996.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453123867,Tot. Der dunkle Turm 3.,Stephen King,1997.0,Heyne,2,2,14.179977502812148,10.949943757030372,9.428571428571429,137.50315025350127,101.70698037620468,58.26330952224864,145.43548387096774,86.0392228739003,36.623969703720206,219.0,157.0,64.0,1995.0
3453124499,Schlaflos. Insomnia.,Stephen King,1997.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453125150,Todesspur.,Colin Forbes,1997.0,Heyne,1,1,,,,,,,,,,,,,1995.0
3453129520,Desperation.,Stephen King,1997.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453137140,Die Safranh?¤ndlerin.,Helga Glaesener,1998.0,Heyne,1,2,,,,,,,,,,,,,1995.0
3453147596,Der dunkle Turm 4. Glas. Der Dunkle Turm.,Stephen King,1999.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453157931,Der Sturm des Jahrhunderts.,Stephen King,1999.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453160819,Sara.,Stephen King,1999.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453162935,Sie.,Stephen King,1999.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453210492,Drachentr?¤nen.,Dean Koontz,2002.0,Heyne,1,2,27.42013673088875,30.443365444375388,33.38346799254195,120.30635946693636,77.27339886896513,91.04181523937862,112.5412511332729,61.46293245469522,86.5494106980961,33.0,35.0,37.0,2000.0
3453212924,Der Fluch.,Richard Bachmann,2002.0,Heyne,2,3,,,,,,,,,,,,,2000.0
3453213998,Ayla Und Der Stein Des Feuers,Jean Auel,2002.0,Distribooks Inc,2,2,250.6562771398244,152.11512110392744,22.231110682234878,211.5463111291827,111.3493947873086,50.77162766411298,231.8488820354665,105.94617847138856,33.37488436632747,244.0,133.0,28.0,2000.0
3453503384,Alptr?¤ume. Nightmares and Dreamscapes.,Stephen King,1995.0,Heyne,2,2,,,,,,,,,,,,,1995.0
3453864980,Das schwarze Haus.,Stephen King,2002.0,Heyne,2,2,,,,,,,,,,,,,2000.0
3453868560,Die Schuld.,John Grisham,2003.0,Heyne,2,2,5.991555699902566,4.9317960376745695,5.787430984085742,114.63905452082174,101.6018086918719,95.45444837279258,94.29842931937172,121.26178010471205,78.5704181402122,209.0,159.0,113.0,2000.0
3455024920,Die Akte.,John Grisham,1993.0,Hoffmann &amp Campe,2,2,,,,,,,,,,,,,1990.0
3455024963,Das Urteil.,John Grisham,1997.0,Hoffmann &amp Campe,2,2,,,,,,,,,,,,,1995.0
3455024971,Der Partner. Sonderausgabe.,John Grisham,2000.0,Hoffmann &amp Campe,2,2,9.715904797884397,2.445409897997733,2.931620702682282,149.66205229562834,78.21959162584324,61.544292656944,197.69230769230768,43.90750033907501,47.15188427864484,14.0,5.0,6.0,2000.0
3455062644,Merrick oder die Schuld des Vampirs,Anne Rice,2003.0,Hoffmann und Campe,1,2,,,,,,,,,,,,,2000.0
