User-ID,Location,Age,Country
10354,"martinsburg, west virginia, usa",15.0,usa
10546,"wendlingen, baden-wuerttemberg, germany",28.0,germany
10560,"chicago, illinois, usa",27.0,usa
10561,"l�nen, nordrhein- westfalen, germany",16.0,germany
10571,"benalm�dena, m�laga, spain",25.0,spain
10590,"shah alam, selangor, malaysia",22.0,malaysia
10716,"troy, michigan, usa",54.0,usa
10776,"berlin, berlin, germany",29.0,germany
10819,"richmond, kentucky, usa",27.0,usa
11120,"kerava, uusimaa, finland",58.0,finland
11172,"cologne, nordrhein-westfalen, germany",27.0,germany
11192,"worms, rheinland-pfalz, germany",49.0,germany
11198,"stuttgart, baden-wuerttemberg, germany",45.0,germany
11224,"tumwater, washington, usa",51.0,usa
11400,"ottawa, ontario, canada",49.0,canada
11629,"houston, texas, usa",21.0,usa
11687,"orillia, ontario, canada",47.0,canada
11690,"landau, rheinland-pfalz, germany",30.0,germany
11709,"davison, michigan, usa",29.0,usa
11724,"west lawn, pennsylvania, usa",42.0,usa
11881,"paris, ile de france, france",32.0,france
11993,"lakewood, colorado, usa",37.0,usa
12081,"schwarme, niedersachsen, germany",19.0,germany
12100,"quezon city, national capital region, philippines",26.0,philippines
12122,"cooks hill, new south wales, australia",26.0,australia
12143,"pleasant hill, california, usa",51.0,usa
12189,"ourense, galicia, spain",24.0,spain
12238,"oklahoma city, oklahoma, usa",31.0,usa
12246,"karlsruhe, baden-wuerttemberg, germany",15.0,germany
12272,"ploiesti, prahova, romania",18.0,romania
12538,"byron, minnesota, usa",18.0,usa
12569,"selangor, subang jaya, malaysia",22.0,malaysia
12614,"youngsville, louisiana, usa",51.0,usa
12650,"donostia, gipuzkoa, spain",27.0,spain
12657,"bremen, bremen, germany",48.0,germany
12680,"washington, dc, usa",20.0,usa
12824,"long beach, california, usa",18.0,usa
12835,"hamburg, hamburg, germany",38.0,germany
12863,"london, england, united kingdom",29.0,united kingdom
12982,"getxo, vizcaya, spain",41.0,spain
13093,"zaragoza, aragon, spain",29.0,spain
13126,"mumbai, maharashtra, india",21.0,india
13173,"norfolk, virginia, usa",55.0,usa
13215,"frechen, nordrhein-westfalen, germany",26.0,germany
13221,"iqaluit, nunavut, canada",45.0,canada
13273,"harrisburg, pennsylvania, usa",201.0,usa
13280,"lakewood, colorado, usa",65.0,usa
13347,"vigo, vigo pontevedra, spain",49.0,spain
13540,"doha, doha, qatar",15.0,qatar
13552,"cordova, tennessee, usa",32.0,usa
13582,"lisboa, lisboa, portugal",29.0,portugal
13810,"berlin, berlin, germany",37.0,germany
13867,"nantes, loire atlantique, france",24.0,france
13872,"barcelona, catalunya, spain",17.0,spain
13873,"granollers, barcelona, catalunya",26.0,catalunya
13874,"montreuil, ile-de-france, france",46.0,france
13935,"lancaster, pennsylvania, usa",36.0,usa
14079,"valencia, valencia, spain",41.0,spain
14087,"ann arbor, michigan, usa",31.0,usa
14164,"sant cugat del vall�s, catalunya, spain",53.0,spain
14232,"paris, paris, france",23.0,france
14320,"mannheim, baden-w�rttemberg, germany",32.0,germany
14374,"porter, maine, usa",57.0,usa
14387,"coalville, leicestershire, england, united kingdom",35.0,united kingdom
14449,"saskatoon, saskatchewan, canada",72.0,canada
14451,"lisboa, lisboa, portugal",26.0,portugal
14456,"edmonton, alberta, canada",27.0,canada
14461,"aachen, nordrhein-westfalen, germany",31.0,germany
14541,"mislata, valencia, spain",17.0,spain
14553,"la pobla de vallbona, valencia, spain",24.0,spain
14562,"aschaffenburg, bayern, germany",39.0,germany
14618,"mijas costa, m�laga, spain",16.0,spain
14627,"paris, paris, france",29.0,france
14638,"roquemaure, languedoc roussillon, france",33.0,france
14768,"corvallis, oregon, usa",24.0,usa
14897,"shiki, saitama, japan",24.0,japan
14958,"lezo, euskadi, spain",39.0,spain
15008,"sheffield, england, united kingdom",37.0,united kingdom
15021,"lake mary, florida, usa",37.0,usa
15049,"benbrook, texas, usa",28.0,usa
15093,"davis, california, usa",21.0,usa
15135,"shreveport, louisiana, usa",33.0,usa
15150,"zaragoza, arag�n, spain",22.0,spain
15185,"santander, cantabria, spain",20.0,spain
15202,"palma de mallorca, illes balears, spain",34.0,spain
15250,"philippsthal, hessen, germany",28.0,germany
15361,"bristol, pennsylvania, usa",39.0,usa
15408,"cary, north carolina, usa",34.0,usa
15418,"vitoria, �lava, spain",23.0,spain
15421,"sevilla, sevilla, spain",46.0,spain
15497,"fresno, california, usa",38.0,usa
15542,"vva de la serena, badajoz, spain",18.0,spain
15602,"cherry hill, new jersey, usa",21.0,usa
15651,"springfield, missouri, usa",23.0,usa
15918,"cardiff, wales, united kingdom",23.0,united kingdom
15922,"tours, indre et loire, france",27.0,france
15945,"charlotte, north carolina, usa",36.0,usa
15957,"sydney, new south wales, australia",27.0,australia
15964,"chicago, illinois, usa",26.0,usa
16005,"chicago, illinois, usa",30.0,usa
16009,"stratford, new jersey, usa",25.0,usa
16106,"albany, california, usa",44.0,usa
16121,"tarrytown, new york, usa",37.0,usa
16161,"cobram, victoria, australia",28.0,australia
16208,"gross-gerau, hessen, germany",34.0,germany
16220,"milano, lombardia, italy",30.0,italy
16246,"kitakyushu, fukuoka, japan",32.0,japan
16488,"milwaukee, wisconsin, usa",36.0,usa
16504,"kuching, sarawak, malaysia",28.0,malaysia
16599,"roselle, illinois, usa",33.0,usa
16601,"brewster, new york, usa",40.0,usa
16634,"little rock, arkansas, usa",42.0,usa
16654,"m�laga, andalucia, spain",35.0,spain
16673,"cadiz, cadiz, spain",30.0,spain
16718,"houston, texas, usa",29.0,usa
16730,"halfmoon bay, british columbia, canada",71.0,canada
16759,"allen park, michigan, usa",34.0,usa
16777,"hummelstown, pennsylvania, usa",30.0,usa
16795,"mechanicsville, maryland, usa",47.0,usa
16867,"m�rfelden-walldorf, hessen, germany",25.0,germany
16871,"leroy, new york, usa",26.0,usa
16877,"houston, arkansas, usa",37.0,usa
16908,"chicago, illinois, usa",55.0,usa
16916,"hackettstown, new jersey, usa",53.0,usa
16949,"cadillac, michigan, usa",49.0,usa
16966,"waterloo, ontario, canada",41.0,canada
16996,"stratford, iowa, usa",23.0,usa
16999,"alexandria, virginia, usa",48.0,usa
17045,"holb�k, sj�lland, denmark",25.0,denmark
17054,"boulogne billancourt, haut de seine, france",26.0,france
17172,"m�stoles, madrid, spain",28.0,spain
17183,"zaragoza, zaragoza, spain",23.0,spain
17190,"woodstock, georgia, usa",31.0,usa
17282,"irwin, pennsylvania, usa",38.0,usa
17330,"lille, nord, france",34.0,france
17507,"dublin, dublin, ireland",37.0,ireland
17578,"frankfurt, hessen, germany",37.0,germany
17667,"iowa city, iowa, usa",33.0,usa
17702,"bochum, nordrhein-westfalen, germany",21.0,germany
17789,"paris, idf, france",26.0,france
17859,"roanoke, virginia, usa",43.0,usa
17872,"halle, sachsen-anhalt, germany",24.0,germany
17890,"wisconsin rapids, wisconsin, usa",17.0,usa
17894,"alabaster, alabama, usa",47.0,usa
17950,"puchong, selangor, malaysia",32.0,malaysia
18067,"kajang, selangor, malaysia",33.0,malaysia
18082,"southern, california, usa",38.0,usa
18095,"birmingham, alabama, usa",30.0,usa
18097,"kiel, schleswig-holstein, germany",27.0,germany
18134,"ulm, baden-wuerttemberg, germany",23.0,germany
18155,"sydney, new south wales, australia",26.0,australia
18170,"reus, catalunya, andorra",27.0,andorra
18172,"levittown, pennsylvania, usa",36.0,usa
18196,"paris, ile de france, france",28.0,france
18254,"nanaimo, british columbia, canada",34.0,canada
18309,"rennes, bretagne, france",34.0,france
18323,"augusta, maine, usa",41.0,usa
18366,"philadelphia, pennsylvania, usa",33.0,usa
18384,"palma de mallorca, baleares, spain",37.0,spain
18395,"redmond, oregon, usa",44.0,usa
18398,"hamburg, hamburg, germany",28.0,germany
18412,"thun, bern, switzerland",44.0,switzerland
18428,"frankfurt am main, hessen, germany",36.0,germany
18464,"padova, veneto, italy",32.0,italy
18494,"durbuy, luxembourg, belgium",34.0,belgium
18741,"kerpen, nordrhein-westfalen, germany",44.0,germany
18850,"berlin, berlin, germany",28.0,germany
18852,"barcelona, catalonia, spain",44.0,spain
19085,"menomonie, wisconsin, usa",60.0,usa
19220,"hatboro, pennsylvania, usa",47.0,usa
19422,"indialantic, florida, usa",37.0,usa
19522,"candler, north carolina, usa",54.0,usa
19570,"bolingbrook, illinois, usa",63.0,usa
19573,"stockton, california, usa",69.0,usa
19609,"jenkintown, pennsylvania, usa",28.0,usa
19611,"salzgitter, niedersachsen, germany",36.0,germany
19664,"katonah, new york, usa",19.0,usa
19681,"del aire, california, usa",44.0,usa
19753,"st.louis, missouri, usa",14.0,usa
19760,"clemson, south carolina, usa",23.0,usa
19807,"rheinzabern, rheinland-pfalz, germany",35.0,germany
19969,"antelope, california, usa",44.0,usa
19970,"san diego, california, usa",34.0,usa
20052,"haar, bavaria, germany",43.0,germany
20060,"baltimore, maryland, usa",48.0,usa
20062,"wieselburg, niederoesterreich, austria",25.0,austria
20115,"lansdale, pennsylvania, usa",32.0,usa
20119,"manchester, new hampshire, usa",51.0,usa
20172,"saratoga springs, utah, usa",27.0,usa
20180,"sacramento, california, usa",36.0,usa
20201,"grove city, ohio, usa",31.0,usa
20240,"telde, las  palmas, spain",28.0,spain
20254,"astoria, new york, usa",33.0,usa
20336,"ballston spa, new york, usa",32.0,usa
20347,"st. l�, normandy, france",45.0,france
20401,"graz, steiermark, austria",25.0,austria
20409,"livermore, california, usa",51.0,usa
20501,"hamburg, hamburg, germany",30.0,germany
20561,"baltimore, maryland, usa",40.0,usa
20688,"gav�, barcelona (catalunya), spain",104.0,spain
20794,"great barrington, massachusetts, usa",31.0,usa
20845,"berlin, berlin, germany",0.0,germany
20851,"l�beck, schleswig-holstein, germany",0.0,germany
20857,"stuttgart, baden-wuerttemberg, germany",244.0,germany
20858,"siegburg, nordrhein-westfalen, germany",24.0,germany
20859,"t�bingen, baden-w�rttemberg, germany",0.0,germany
20961,"ottawa, ontario, canada",47.0,canada
20971,"sacramento, california, usa",20.0,usa
21011,"san francisco, california, usa",44.0,usa
21031,"alexandria, virginia, usa",36.0,usa
21135,"santiago, santiago, chile",31.0,chile
21155,"bonn, nordrhein-westfalen, germany",37.0,germany
21252,"duluth, minnesota, usa",28.0,usa
21343,"sydney, new south wales, australia",40.0,australia
21356,"westwood, new jersey, usa",56.0,usa
21364,"san diego, california, usa",32.0,usa
21370,"jonesborough, tennessee, usa",36.0,usa
21484,"madison, wisconsin, usa",21.0,usa
21576,"memphis, tennessee, usa",31.0,usa
21618,"atlanta, georgia, usa",24.0,usa
21659,"san jose, california, usa",31.0,usa
21774,"lecco, lombardia, italy",21.0,italy
21937,"new haven, vermont, usa",40.0,usa
22022,"oceanside, california, u.s.a.",35.0,u.s.a.
22023,"windsor, ontario, canada",35.0,canada
22062,"houston, texas, usa",52.0,usa
22154,"cleveland, ohio, usa",36.0,usa
22161,"madrid, madrid, spain",39.0,spain
22192,"barcelona, barcelona, spain",31.0,spain
22200,"new delhi, delhi, india",36.0,india
22243,"sintra, lisboa, portugal",25.0,portugal
22296,"lille, nord, france",38.0,france
22365,"castle rock, colorado, usa",51.0,usa
22409,"toledo, ohio, usa",28.0,usa
22495,"drums, pennsylvania, usa",29.0,usa
22521,"montgomery, alabama, usa",18.0,usa
22532,"winnipeg, manitoba, canada",36.0,canada
22625,"lynbrook, new york, usa",54.0,usa
22648,"selestat, alsace, france",35.0,france
22710,"bochum, nordrhein-westfalen, germany",33.0,germany
22818,"franklin, pennsylvania, usa",28.0,usa
22885,"stratford, england, united kingdom",30.0,united kingdom
22924,"madrid, madrid, spain",32.0,spain
22981,"rennes, bretagne, france",23.0,france
22991,"munich, bayern, germany",42.0,germany
23065,"plymouth, massachusetts, usa",26.0,usa
23127,"granada, granada, spain",22.0,spain
23200,"dallgow-d�beritz, brandenburg, germany",30.0,germany
23204,"berlin, berlin, germany",26.0,germany
23511,"chapel hill, north carolina, usa",56.0,usa
23571,"burbank, california, usa",41.0,usa
23582,"lake st. louis, missouri, usa",37.0,usa
23619,"burlington, vermont, usa",34.0,usa
23650,"mountain view, california, usa",19.0,usa
23659,"hopkinsville, kentucky, usa",41.0,usa
23699,"minneapolis, minnesota, usa",25.0,usa
23725,"belo horizonte, minas gerais, brazil",57.0,brazil
23768,"st. louis, missouri, usa",45.0,usa
23847,"chicago, illinois, usa",36.0,usa
23872,"tulsa, oklahoma, usa",22.0,usa
23997,"jacksonville, florida, usa",35.0,usa
24082,"kuala lumpur, wilayah persekutuan, malaysia",28.0,malaysia
24172,"gawler sth, south australia, australia",45.0,australia
24186,"vineland, new jersey, usa",36.0,usa
24193,"buffalo, new york, usa",33.0,usa
24194,"palos hills, illinois, usa",20.0,usa
24283,"wien, wien, austria",27.0,austria
24433,"deventer, overijssel, netherlands",37.0,netherlands
24459,"augsburg, bayern, germany",47.0,germany
24462,"barcelona, catalunya, spain",1.0,spain
24525,"denver, colorado, usa",28.0,usa
24544,"orlando, florida, usa",40.0,usa
24570,"brooklyn, new york, usa",36.0,usa
24624,"decatur, georgia, usa",38.0,usa
24733,"oswego, new york, usa",32.0,usa
24748,"barcelona, barcelona, spain",35.0,spain
24792,"gif-sur-yvette, ile de france, france",42.0,france
24835,"san francisco, california, usa",51.0,usa
24921,"higley, arizona, usa",29.0,usa
24933,"long island, new york, usa",44.0,usa
25076,"braunschweig, niedersachsen, germany",34.0,germany
25103,"somerville, massachusetts, usa",29.0,usa
25261,"skokie, illinois, usa",67.0,usa
25324,"wien, wien, austria",26.0,austria
25409,"la mesa, california, usa",31.0,usa
25436,"chambery, savoie, france",30.0,france
25466,"toulouse, midi-pyr�n�es, france",33.0,france
25533,"derby, derbyshire, united kingdom",38.0,united kingdom
25542,"velden, kaernten, austria",63.0,austria
25601,"gilbert, arizona, usa",41.0,usa
25630,"moving, moving, usa",46.0,usa
25695,"albq, new mexico, usa",32.0,usa
25792,"edmonton, alberta, canada",29.0,canada
25827,"austin, texas, usa",33.0,usa
25850,"mastic beach, new york, usa",50.0,usa
25893,"merseburg, sachsen-anhalt, germany",23.0,germany
25916,"patton, missouri, usa",24.0,usa
25955,"brussels, brussels, belgium",28.0,belgium
25957,"lich, hessen, germany",41.0,germany
25996,"cave creek, arizona, usa",36.0,usa
26084,"tuscaloosa, alabama, usa",21.0,usa
26371,"vancouver, british columbia, canada",65.0,canada
26443,"malakoff, hauts-de-seine, france",27.0,france
26487,"winder, georgia, usa",44.0,usa
26516,"victor, montana, usa",67.0,usa
26535,"hickory, mississippi, usa",41.0,usa
26538,"rawlins, wyoming, usa",32.0,usa
26544,"woodbridge, virginia, usa",37.0,usa
26680,"montgat, catalunya, spain",27.0,spain
26713,"santa cruz, california, usa",39.0,usa
26730,"herculaneum, missouri, usa",13.0,usa
26813,"citt� di castello, umbria, italy",28.0,italy
27064,"hamburg, hamburg, germany",34.0,germany
27140,"baltimore, maryland, usa",49.0,usa
27193,"watertown, massachusetts, usa",29.0,usa
27300,"berlin, berlin, germany",27.0,germany
27313,"miami, florida, usa",14.0,usa
27363,"leicester, england, united kingdom",30.0,united kingdom
27472,"bountiful, utah, usa",41.0,usa
27540,"twin lake, michigan, usa",15.0,usa
27551,"apache junction, arizona, usa",56.0,usa
27596,"gurnee, illinois, usa",15.0,usa
27617,"beaverton, ontario, canada",32.0,canada
27650,"canberra, australian capital territory, australia",27.0,australia
27741,"aachen, nordrhein-westfalen, germany",29.0,germany
27744,"unteraegeri, zug, switzerland",24.0,switzerland
27812,"long beach, california, usa",33.0,usa
27813,"boerne, texas, usa",34.0,usa
27929,"pully, vaud, switzerland",42.0,switzerland
27947,"lima, ohio, usa",28.0,usa
28016,"port clinton, ohio, usa",31.0,usa
28076,"kansas city, missouri, usa",25.0,usa
28150,"portland, oregon, usa",25.0,usa
28177,"grand rapids, michigan, usa",26.0,usa
28204,"south ohio, nova scotia, canada",61.0,canada
28299,"amarillo, texas, usa",36.0,usa
28360,"oakwood, georgia, usa",15.0,usa
28454,"portland, maine, usa",50.0,usa
28488,"la vila joiosa, alicante, spain",41.0,spain
28492,"slough, england, united kingdom",31.0,united kingdom
28523,"springfield, missouri, usa",24.0,usa
28534,"essen, nordrhein-westfalen, germany",34.0,germany
28537,"bochum, nordrhein-westfalen, germany",29.0,germany
28591,"michie, tennessee, usa",33.0,usa
28594,"thunder bay, ontario, canada",18.0,canada
28634,"bad axe, michigan, usa",28.0,usa
28666,"irving, texas, usa",31.0,usa
28735,"hannover, niedersachsen, germany",58.0,germany
28877,"modesto, california, usa",68.0,usa
28938,"asheville, north carolina, usa",38.0,usa
29101,"bolivar, missouri, usa",38.0,usa
29351,"reinbek, schleswig-holstein, germany",50.0,germany
29372,"paris, paris, france",39.0,france
29526,"knoxville, tennessee, usa",26.0,usa
29605,"frankfurt, hessen, germany",46.0,germany
29743,"la mirada, california, usa",22.0,usa
29855,"morris, connecticut, usa",53.0,usa
29905,"conway, arkansas, usa",33.0,usa
29915,"fullerton, california, usa",38.0,usa
30035,"vancouver, british columbia, canada",37.0,canada
30072,"st. louis, missouri, usa",11.0,usa
30081,"east providence, rhode island, usa",25.0,usa
30261,"manchester, missouri, usa",27.0,usa
30273,"naples, florida, usa",25.0,usa
30276,"wildwood, new jersey, usa",49.0,usa
30312,"auburn, california, usa",25.0,usa
30319,"artesia, california, usa",41.0,usa
30324,"winnipeg, manitoba, canada",33.0,canada
30487,"newbury park, california, usa",40.0,usa
30509,"norwich, norfolk, united kingdom",51.0,united kingdom
30531,"st. petersburg, florida, usa",23.0,usa
30555,"corvallis, oregon, usa",22.0,usa
30667,"salem, virginia, usa",24.0,usa
30711,"sydney, new south wales, australia",32.0,australia
30716,"new york, new york, usa",23.0,usa
30727,"grossenhain, sachsen, germany",26.0,germany
30744,"gainesville, georgia, usa",31.0,usa
30770,"woodbridge, england, united kingdom",39.0,united kingdom
30806,"halifax, nova scotia, canada",24.0,canada
30824,"saint paul, minnesota, usa",45.0,usa
30838,"largo, florida, usa",56.0,usa
30898,"richmond, virginia, usa",43.0,usa
30971,"skokie, illinois, usa",67.0,usa
30972,"columbiana, alabama, usa",47.0,usa
31008,"london, england, united kingdom",29.0,united kingdom
31172,"cleveland, ohio, usa",48.0,usa
31245,"socorro, new mexico, usa",34.0,usa
31308,"san jose, california, usa",38.0,usa
31315,"henryville, indiana, usa",34.0,usa
31342,"leesburg, florida, usa",66.0,usa
31391,"wilmington, massachusetts, usa",38.0,usa
31464,"epalinges, vaud, switzerland",59.0,switzerland
31466,"kingsville, ontario, canada",26.0,canada
31468,"yorktown, virginia, usa",33.0,usa
31556,"chula vista, california, usa",51.0,usa
31594,"boston, massachusetts, usa",30.0,usa
31609,"pinehurst, north carolina, usa",44.0,usa
31611,"west end, north carolina, usa",44.0,usa
31816,"waukee, iowa, usa",36.0,usa
31826,"jasper, missouri, usa",54.0,usa
31838,"san bernardino, california, usa",42.0,usa
31919,"skokie, illinois, usa",52.0,usa
31948,"sullivan, missouri, usa",49.0,usa
31984,"bremen, bremen, germany",40.0,germany
31987,"tacoma, washington, usa",36.0,usa
32110,"derry, new hampshire, usa",29.0,usa
32122,"south daytona, florida, usa",24.0,usa
32250,"gta, ontario, canada",29.0,canada
32329,"pipe creek, texas, usa",30.0,usa
32462,"d�sseldorf, nordrhein-westfalen, germany",35.0,germany
32467,"carlisle, pennsylvania, usa",17.0,usa
32483,"barcelona, catalonia, spain",18.0,spain
32516,"st. rose, louisiana, usa",44.0,usa
32575,"adelaide, south australia, australia",23.0,australia
32627,"casper, wyoming, usa",49.0,usa
32721,"toulouse, haute-garonne, france",36.0,france
32773,"olathe, kansas, usa",28.0,usa
32793,"quebec, quebec, canada",22.0,canada
